age,page,workst,pworkst,sex,psex,samesex,reldur,reldur_class,cohab,nkidsliv_class,relsat,prelsat,relint,prelint,tf_kiss,tf_hold,tf_hug,ptf_kiss,ptf_hold,ptf_hug,omo15i1_w2b,omo16i1_w2b,omo17i1_w2b,omo15i2_w2b,omo16i2_w2b,omo17i2_w2b,pomo15i1_w2b,pomo16i1_w2b,pomo17i1_w2b,pomo15i2_w2b,pomo16i2_w2b,pomo17i2_w2b,agediff_class,confm,pconfm,loneliness,ploneliness,lifsat,plifsat,extr,agree,consc,open,neur,depr,pdepr,self,pself,health,phealth,consv,god,pgod,pextr,pagree,pconsc,popen,pneur,east,peast,degurba,pdegurba,married,pconsv,ykage_class_w2b,pisced11,isced11
28,23,"Full time activity","Full time activity","Male","Female","Different sex",1.333333,"0-2","Separate households","0","7","7",19,,"11-20x","11-20x","1-5x","11-20x","> 50x","11-20x","11 to 20 times","11 to 20 times","1 to 5 times","21 to 50 times","11 to 20 times","11 to 20 times","11 to 20 times","More than 50 times","11 to 20 times","21 to 50 times","More than 50 times","21 to 50 times","2-5y. younger partner",28,,"2","2","7","8",11,14,8,14,5,4,5,11,14,4,5,15,3,0,9,11,10,8,9,"West Germany","West Germany","Town or suburb","Town or suburb","Not married",12,,6,6
35,37,"Full time activity","Full time activity","Female","Male","Different sex",8.833333,"6-10","Cohabiting","2","6","9",24,21,"1-5x","21-50x","1-5x","11-20x","11-20x","6-10x","1 to 5 times","21 to 50 times","1 to 5 times","More than 50 times","More than 50 times","More than 50 times","11 to 20 times","11 to 20 times","6 to 10 times","More than 50 times","More than 50 times","11 to 20 times","2-5y. older partner",29,24,"3","2","6","9",11,10,12,10,10,6,5,12,14,4,5,7,0,1,9,11,7,14,8,"East Germany","East Germany","Town or suburb","Town or suburb","Married",12,"2-5",7,
40,43,"Home","Full time activity","Female","Male","Different sex",18.91667,"11-20","Cohabiting","1","10 - Completely satisfied","10 - Completely satisfied",22,25,"6-10x","1-5x","1-5x","1-5x","1-5x","1-5x","6 to 10 times","1 to 5 times","1 to 5 times","21 to 50 times","11 to 20 times","21 to 50 times","1 to 5 times","1 to 5 times","1 to 5 times","6 to 10 times","1 to 5 times","1 to 5 times","2-5y. older partner",26,23,"1 - Not at all","1 - Not at all","9","9",6,10,8,8,9,5,3,13,13,5,4,13,6,4,6,13,13,7,7,"West Germany","West Germany","City","City","Married",20,"0-1",7,7
50,48,"Full time activity","Home","Male","Female","Different sex",22.83333,"21+","Cohabiting","1","9","10 - Completely satisfied",22,23,"6-10x","1-5x","1-5x","21-50x","> 50x","> 50x","6 to 10 times","1 to 5 times","1 to 5 times","6 to 10 times","1 to 5 times","1 to 5 times","21 to 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","2-5y. younger partner",23,26,"2","3","3","8",8,10,10,10,10,6,4,9,12,3,4,23,5,7,11,12,12,14,8,"West Germany","West Germany","Town or suburb","Town or suburb","Married",19,"14-17",3,6
40,40,"Full time activity","Home","Male","Female","Different sex",23.25,"21+","Cohabiting","1","9","10 - Completely satisfied",23,21,"6-10x","6-10x","6-10x","11-20x","6-10x","1-5x","6 to 10 times","6 to 10 times","6 to 10 times","6 to 10 times","6 to 10 times","6 to 10 times","11 to 20 times","6 to 10 times","1 to 5 times","21 to 50 times","11 to 20 times","6 to 10 times","Same age",29,23,"1 - Not at all","1 - Not at all","8","8",11,10,12,12,7,4,4,13,12,4,4,14,2,7,9,13,13,7,9,"West Germany","West Germany","Town or suburb","Town or suburb","Married",10,"0-1",3,6
25,22,"Full time activity","Full time activity","Male","Female","Different sex",3.166667,"3-5","Separate households","0","8","9",23,23,"6-10x","1-5x","1-5x","11-20x","11-20x","6-10x","6 to 10 times","1 to 5 times","1 to 5 times","6 to 10 times","1 to 5 times","1 to 5 times","11 to 20 times","11 to 20 times","6 to 10 times","11 to 20 times","11 to 20 times","6 to 10 times","2-5y. younger partner",25,26,"4","2","8","7",7,14,10,7,6,5,5,12,9,4,5,14,3,0,8,10,9,8,6,"West Germany","West Germany","City","City","Not married",15,,4,4
49,42,"Full time activity","Full time activity","Male","Female","Different sex",,,"Cohabiting","3+","9","9",24,24,"6-10x","11-20x","11-20x","11-20x","21-50x","11-20x","6 to 10 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","21 to 50 times","11 to 20 times","11 to 20 times","21 to 50 times","11 to 20 times","6-10y. younger partner",24,25,"1 - Not at all","1 - Not at all","8","8",9,12,9,,9,3,3,10,13,4,3,18,2,0,12,11,11,13,7,"West Germany","West Germany","Town or suburb","Town or suburb","Married",8,"2-5",4,6
29,28,"Full time activity","Full time activity","Male","Female","Different sex",2.25,"0-2","Cohabiting","0","9","10 - Completely satisfied",23,23,"6-10x","6-10x","6-10x","11-20x","11-20x","6-10x","6 to 10 times","6 to 10 times","6 to 10 times","More than 50 times","6 to 10 times","More than 50 times","11 to 20 times","11 to 20 times","6 to 10 times","21 to 50 times","21 to 50 times","21 to 50 times","Same age",26,22,"3","3","6","8",10,11,9,9,6,3,6,13,8,4,3,24,0,5,8,11,8,11,9,"West Germany","West Germany","Town or suburb","Town or suburb","Married",29,,4,6
47,43,"Full time activity","Part-time activity","Male","Female","Different sex",24.25,"21+","Cohabiting","2","8","6",23,21,"11-20x","11-20x","11-20x","6-10x","1-5x","1-5x","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","6 to 10 times","1 to 5 times","1 to 5 times","11 to 20 times","11 to 20 times","11 to 20 times","2-5y. younger partner",22,23,"3","3","5","6",8,9,11,8,8,6,5,13,13,5,4,17,0,0,10,12,13,9,10,"West Germany","West Germany","Town or suburb","Town or suburb","Not married",9,"6-13",4,4
45,49,"Part-time activity","Full time activity","Female","Male","Different sex",3,"3-5","Separate households","3+","10 - Completely satisfied","10 - Completely satisfied",27,27,"21-50x","11-20x","6-10x","21-50x","21-50x","21-50x","21 to 50 times","11 to 20 times","6 to 10 times","21 to 50 times","11 to 20 times","6 to 10 times","21 to 50 times","21 to 50 times","21 to 50 times","More than 50 times","More than 50 times","More than 50 times","2-5y. older partner",29,23,"1 - Not at all","1 - Not at all","10 - Completely satisfied","10 - Completely satisfied",13,14,13,12,6,3,3,15,15,4,5,11,10,5,6,15,15,15,3,"West Germany",,"City",,"Not married",11,"0-1",6,7
50,48,"Full time activity","Full time activity","Male","Female","Different sex",27,"21+","Cohabiting","2","8","7",16,17,"6-10x","6-10x","6-10x","1-5x","6-10x","0x","6 to 10 times","6 to 10 times","6 to 10 times","6 to 10 times","6 to 10 times","6 to 10 times","1 to 5 times","6 to 10 times","Not at all","11 to 20 times","6 to 10 times","Not at all","2-5y. younger partner",22,23,"2","1 - Not at all","8","7",8,11,13,9,6,5,3,13,12,4,3,11,2,3,10,9,11,9,8,"West Germany","West Germany","Town or suburb","Town or suburb","Married",8,"6-13",8,6
37,41,"Full time activity","Full time activity","Female","Male","Different sex",13.33333,"11-20","Cohabiting","2","9","9",,,"11-20x","11-20x","6-10x","6-10x","6-10x","6-10x","11 to 20 times","11 to 20 times","6 to 10 times","11 to 20 times","11 to 20 times","6 to 10 times","6 to 10 times","6 to 10 times","6 to 10 times","6 to 10 times","6 to 10 times","6 to 10 times","2-5y. older partner",,,"3","4","6","6",8,13,11,8,10,7,5,9,11,3,4,24,10,10,7,8,9,6,10,"West Germany",,"Town or suburb",,"Married",20,"6-13",,4
37,43,"Part-time activity","Full time activity","Female","Male","Different sex",10.16667,"6-10","Cohabiting","2","7","8",19,20,"1-5x","1-5x","1-5x","1-5x","1-5x","1-5x","1 to 5 times","1 to 5 times","1 to 5 times","11 to 20 times","11 to 20 times","11 to 20 times","1 to 5 times","1 to 5 times","1 to 5 times","No answer","6 to 10 times","No answer","6-10y. older partner",27,21,"4","1 - Not at all","7","6",9,11,13,8,11,6,4,7,13,3,5,10,7,2,8,7,11,7,6,"East Germany","East Germany","Town or suburb","Town or suburb","Married",12,"2-5",,3
32,26,"Full time activity","Full time activity","Male","Female","Different sex",8.083333,"6-10","Cohabiting","0","8","9",17,,"21-50x","0x","21-50x","> 50x","0x","> 50x","21 to 50 times","Not at all","21 to 50 times","21 to 50 times","Not at all","21 to 50 times","More than 50 times","Not at all","More than 50 times","More than 50 times","Not at all","More than 50 times","6-10y. younger partner",21,,"2","1 - Not at all","8","8",10,13,14,13,8,5,4,11,12,2,4,12,10,7,6,12,11,10,9,"West Germany","West Germany","Rural area","Rural area","Not married",14,,3,3
25,26,"Full time activity","Full time activity","Female","Male","Different sex",3.083333,"3-5","Cohabiting","0","9","8",23,20,"21-50x","11-20x","11-20x","21-50x","21-50x","21-50x","21 to 50 times","11 to 20 times","11 to 20 times","21 to 50 times","11 to 20 times","11 to 20 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","More than 50 times","21 to 50 times","Same age",24,29,"1 - Not at all","2","9","7",9,13,12,10,7,4,3,13,14,4,4,23,2,0,11,12,9,8,8,"West Germany","West Germany","Rural area","Rural area","Not married",15,,3,6
32,31,"Full time activity","Home","Male","Female","Different sex",12,"11-20","Cohabiting","2","6","7",18,19,"1-5x","1-5x","1-5x","1-5x","1-5x","1-5x","1 to 5 times","1 to 5 times","1 to 5 times","11 to 20 times","6 to 10 times","11 to 20 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","6 to 10 times","1 to 5 times","Same age",21,22,"2","3","7","5",12,10,11,8,6,4,6,13,10,3,3,17,0,2,8,11,10,11,8,"West Germany","West Germany","Town or suburb","Town or suburb","Married",13,"0-1",7,
47,44,"Full time activity","Home","Male","Female","Different sex",21.16667,"21+","Cohabiting","3+","8","6",19,18,"1-5x","1-5x","1-5x","1-5x","1-5x","1-5x","1 to 5 times","1 to 5 times","1 to 5 times","6 to 10 times","6 to 10 times","6 to 10 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","2-5y. younger partner",23,18,"1 - Not at all","3","8","8",9,10,10,6,7,6,6,12,12,4,4,23,8,6,8,9,10,9,8,"West Germany","West Germany","Town or suburb","Town or suburb","Married",10,"2-5",6,6
34,35,"Full time activity","Home","Male","Female","Different sex",17.41667,"11-20","Cohabiting","3+","8","9",21,20,"11-20x","6-10x","6-10x","11-20x","1-5x","6-10x","11 to 20 times","6 to 10 times","6 to 10 times","More than 50 times","11 to 20 times","11 to 20 times","11 to 20 times","1 to 5 times","6 to 10 times","21 to 50 times","6 to 10 times","21 to 50 times","Same age",26,23,"1 - Not at all","3","8","7",9,13,13,10,4,3,7,15,9,4,3,11,0,8,10,10,9,9,11,"West Germany","West Germany","City","City","Married",19,"0-1",7,7
50,57,"Part-time activity","Full time activity","Female","Male","Different sex",,,"Cohabiting","2","8","8",23,23,"11-20x","11-20x","11-20x","1-5x","1-5x","1-5x","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","1 to 5 times","1 to 5 times","1 to 5 times","11 to 20 times","11 to 20 times","11 to 20 times","6-10y. older partner",24,24,"1 - Not at all","2","8","8",8,15,14,9,8,6,5,13,14,2,4,15,1,0,9,12,11,13,7,"West Germany","West Germany","City","City","Married",11,"14-17",7,6
40,34,"Full time activity","Home","Male","Female","Different sex",13.75,"11-20","Cohabiting","0","9","10 - Completely satisfied",,27,"21-50x","11-20x","11-20x","> 50x","21-50x","21-50x","21 to 50 times","11 to 20 times","11 to 20 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","21 to 50 times","21 to 50 times","More than 50 times","21 to 50 times","21 to 50 times","6-10y. younger partner",,29,"2","1 - Not at all","7","8",8,12,10,9,9,6,4,9,13,3,5,13,7,0,9,13,14,9,7,"West Germany","West Germany","City","City","Married",10,,,3
46,41,"Full time activity","Part-time activity","Male","Female","Different sex",19.41667,"11-20","Cohabiting","1","9","9",16,20,"0x","0x","0x","1-5x","1-5x","1-5x","Not at all","Not at all","Not at all","11 to 20 times","11 to 20 times","11 to 20 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","2-5y. younger partner",23,,"2","1 - Not at all","6","9",9,13,12,9,8,6,3,12,15,3,4,21,9,7,9,13,14,11,7,"West Germany","West Germany","Rural area","Rural area","Married",11,"6-13",6,3
40,43,"Home","Full time activity","Female","Male","Different sex",22.16667,"21+","Cohabiting","0","10 - Completely satisfied","9",27,25,"> 50x","> 50x","> 50x","> 50x","> 50x","> 50x","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","No answer","No answer","No answer","2-5y. older partner",24,21,"1 - Not at all","1 - Not at all","10 - Completely satisfied","9",7,12,14,11,7,4,3,15,15,4,5,16,5,9,8,10,11,10,5,"West Germany","West Germany","Town or suburb","Town or suburb","Married",26,,6,7
27,28,"Full time activity","Full time activity","Female","Male","Different sex",4.416667,"3-5","Cohabiting","0","8","8",25,23,"21-50x","11-20x","21-50x","11-20x","1-5x","11-20x","21 to 50 times","11 to 20 times","21 to 50 times","21 to 50 times","11 to 20 times","21 to 50 times","11 to 20 times","1 to 5 times","11 to 20 times","11 to 20 times","6 to 10 times","11 to 20 times","Same age",22,24,"2","3","6","7",9,9,12,9,12,9,5,9,11,3,4,9,6,5,6,11,11,9,9,"West Germany","West Germany","City","Town or suburb","Not married",10,,6,7
45,41,"Full time activity","Part-time activity","Male","Female","Different sex",5,"3-5","Cohabiting","0","8","8",21,25,"21-50x","6-10x","6-10x","21-50x","21-50x","21-50x","21 to 50 times","6 to 10 times","6 to 10 times","21 to 50 times","6 to 10 times","6 to 10 times","21 to 50 times","21 to 50 times","21 to 50 times","More than 50 times","More than 50 times","More than 50 times","2-5y. younger partner",25,25,"4","4","7","8",12,10,14,9,13,6,7,9,7,3,3,15,2,0,5,15,13,10,8,"West Germany","West Germany","Rural area","Rural area","Married",26,,3,7
40,32,"Full time activity","Home","Male","Female","Different sex",6.166667,"6-10","Cohabiting","1","8","6",20,27,"6-10x","1-5x","6-10x","11-20x","0x","1-5x","6 to 10 times","1 to 5 times","6 to 10 times","11 to 20 times","6 to 10 times","21 to 50 times","11 to 20 times","Not at all","1 to 5 times","11 to 20 times","1 to 5 times","1 to 5 times","6-10y. younger partner",20,24,"1 - Not at all","2","8","6",8,12,5,13,6,4,6,12,11,4,3,17,8,8,12,8,12,9,10,"West Germany","West Germany","City","Town or suburb","Married",19,"0-1",,7
38,36,"Full time activity","Full time activity","Male","Female","Different sex",14.41667,"11-20","Cohabiting","1","8","7",20,20,"11-20x","6-10x","1-5x","1-5x","0x","1-5x","11 to 20 times","6 to 10 times","1 to 5 times","21 to 50 times","21 to 50 times","6 to 10 times","1 to 5 times","Not at all","1 to 5 times","6 to 10 times","1 to 5 times","6 to 10 times","2-5y. younger partner",19,26,"1 - Not at all","2","8","6",12,10,12,8,6,3,6,10,11,4,3,17,1,5,8,11,11,11,9,"West Germany","West Germany","Town or suburb","Town or suburb","Married",11,"2-5",,3
33,30,"Full time activity","Full time activity","Male","Female","Different sex",5.5,"3-5","Cohabiting","0","9","9",20,23,"21-50x","> 50x","21-50x","21-50x","1-5x","21-50x","21 to 50 times","More than 50 times","21 to 50 times","21 to 50 times","More than 50 times","21 to 50 times","21 to 50 times","1 to 5 times","21 to 50 times","21 to 50 times","1 to 5 times","21 to 50 times","2-5y. younger partner",21,23,"1 - Not at all","2","8","8",7,10,15,10,9,5,5,10,11,4,4,14,1,0,8,12,10,10,7,"West Germany","West Germany","Town or suburb","Town or suburb","Married",14,,7,7
34,46,"Part-time activity","Full time activity","Female","Male","Different sex",8.083333,"6-10","Cohabiting","3+","5","9",17,22,"11-20x","6-10x","6-10x","21-50x","1-5x","11-20x","11 to 20 times","6 to 10 times","6 to 10 times","21 to 50 times","11 to 20 times","6 to 10 times","21 to 50 times","1 to 5 times","11 to 20 times","21 to 50 times","1 to 5 times","21 to 50 times","> 10y. older partner",19,20,"4","1 - Not at all","5","6",9,15,12,13,9,7,6,10,12,3,3,17,1,3,10,12,8,9,8,"West Germany","West Germany","Rural area","Rural area","Not married",20,"2-5",6,6
31,32,"Full time activity","Full time activity","Female","Male","Different sex",.4166667,"0-2","Cohabiting","0","9","9",,,"> 50x","> 50x","> 50x","> 50x","21-50x","21-50x","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","21 to 50 times","21 to 50 times","More than 50 times","21 to 50 times","21 to 50 times","Same age",,,"2","1 - Not at all","8","8",7,12,9,9,7,7,6,8,13,3,4,9,1,0,11,9,14,10,8,"East Germany","East Germany","City","Rural area","Not married",8,,,6
27,26,"Full time activity","Full time activity","Male","Female","Different sex",8.25,"6-10","Cohabiting","0","9","8",23,25,"21-50x","21-50x","6-10x","11-20x","21-50x","11-20x","21 to 50 times","21 to 50 times","6 to 10 times","21 to 50 times","21 to 50 times","6 to 10 times","11 to 20 times","21 to 50 times","11 to 20 times","21 to 50 times","21 to 50 times","11 to 20 times","Same age",26,23,"2","2","9","6",11,7,11,11,9,4,4,13,9,5,4,11,0,0,7,13,9,8,7,"West Germany","West Germany","City","City","Not married",8,,6,7
37,37,"Full time activity","Full time activity","Male","Female","Different sex",18.5,"11-20","Cohabiting","3+","10 - Completely satisfied","10 - Completely satisfied",20,25,"21-50x","11-20x","21-50x","11-20x","21-50x","21-50x","21 to 50 times","11 to 20 times","21 to 50 times","21 to 50 times","11 to 20 times","21 to 50 times","11 to 20 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","More than 50 times","Same age",27,25,"1 - Not at all","2","9","9",10,11,9,13,5,3,5,15,12,5,3,11,5,4,11,15,13,12,9,"West Germany","West Germany","City","City","Not married",15,"0-1",6,6
40,51,"Part-time activity","Full time activity","Female","Male","Different sex",17.75,"11-20","Cohabiting","2","10 - Completely satisfied","8",21,,"1-5x","0x","0x","1-5x","1-5x","0x","1 to 5 times","Not at all","Not at all","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","Not at all","21 to 50 times","21 to 50 times","21 to 50 times","> 10y. older partner",27,,"5 - Absolutely","1 - Not at all","9","6",5,12,11,8,5,3,6,7,11,4,4,16,0,0,9,8,13,11,11,"West Germany","West Germany","City","City","Married",11,"6-13",6,6
50,56,"Part-time activity","Full time activity","Female","Male","Different sex",10.41667,"6-10","Cohabiting","2","10 - Completely satisfied","10 - Completely satisfied",27,,"> 50x","> 50x","> 50x","> 50x","> 50x","> 50x","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","6-10y. older partner",28,,"1 - Not at all","1 - Not at all","9","7",9,15,12,13,7,5,3,14,12,3,3,20,5,4,8,14,12,11,7,"West Germany","West Germany","Rural area","Rural area","Not married",12,"14-17",3,4
