age,page,workst,pworkst,sex,psex,samesex,reldur,reldur_class,cohab,nkidsliv_class,relsat,prelsat,relint,prelint,tf_kiss,tf_hold,tf_hug,ptf_kiss,ptf_hold,ptf_hug,omo15i1_w2b,omo16i1_w2b,omo17i1_w2b,omo15i2_w2b,omo16i2_w2b,omo17i2_w2b,pomo15i1_w2b,pomo16i1_w2b,pomo17i1_w2b,pomo15i2_w2b,pomo16i2_w2b,pomo17i2_w2b,agediff_class,confm,pconfm,loneliness,ploneliness,lifsat,plifsat,extr,agree,consc,open,neur,depr,pdepr,self,pself,health,phealth,consv,god,pgod,pextr,pagree,pconsc,popen,pneur,east,peast,degurba,pdegurba,married,pconsv,ykage_class_w2b
28,32,"Full time activity","Full time activity","Female","Male","Different sex",8.25,"6-10","Cohabiting","0","9","10 - Completely satisfied",29,27,"> 50x","> 50x","> 50x","21-50x","21-50x","21-50x","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","21 to 50 times","21 to 50 times","21 to 50 times","No answer","No answer","No answer","2-5y. older partner",26,25,"1 - Not at all","1 - Not at all","8","8",10,12,12,7,5,6,4,14,15,5,4,16,0,0,11,11,12,9,6,"West Germany",,"Town or suburb",,"Not married",17,
38,38,"Full time activity","Full time activity","Male","Female","Different sex",6.916667,"6-10","Cohabiting","2","10 - Completely satisfied","10 - Completely satisfied",26,24,"> 50x","> 50x","6-10x","21-50x","21-50x","1-5x","More than 50 times","More than 50 times","6 to 10 times","More than 50 times","More than 50 times","6 to 10 times","21 to 50 times","21 to 50 times","1 to 5 times","21 to 50 times","21 to 50 times","1 to 5 times","Same age",25,21,"3","1 - Not at all","9","9",12,11,9,6,7,5,4,9,13,4,5,8,8,10,14,13,12,14,7,"West Germany",,"City",,"Married",8,"2-5"
35,38,,"Full time activity","Male","Female","Different sex",14.91667,"11-20","Cohabiting","2","10 - Completely satisfied","9",27,22,"0x","0x","0x","21-50x","21-50x","11-20x","Not at all","Not at all","Not at all","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","11 to 20 times","21 to 50 times","21 to 50 times","11 to 20 times","2-5y. older partner",23,18,"3","3","7","5",11,10,13,8,6,4,9,13,9,5,3,11,0,8,9,10,11,12,12,"West Germany","West Germany","Rural area","Rural area","Married",16,"6-13"
43,36,"Full time activity","Part-time activity","Male","Female","Different sex",10,"6-10","Cohabiting","2","7","7",13,21,"0x","1-5x","1-5x","1-5x","11-20x","1-5x","Not at all","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","11 to 20 times","1 to 5 times","Not at all","11 to 20 times","1 to 5 times","6-10y. younger partner",17,25,"2","1 - Not at all","8","10 - Completely satisfied",9,11,8,9,9,5,3,10,13,3,3,15,2,7,14,13,11,12,6,"West Germany","West Germany","Rural area","Rural area","Married",20,"2-5"
50,39,"Part-time activity","Home","Male","Female","Different sex",14.33333,"11-20","Cohabiting","3+","4","1",12,15,"6-10x","1-5x","1-5x","1-5x","1-5x","1-5x","6 to 10 times","1 to 5 times","1 to 5 times","21 to 50 times","11 to 20 times","11 to 20 times","1 to 5 times","1 to 5 times","1 to 5 times","21 to 50 times","21 to 50 times","21 to 50 times","> 10y. younger partner",21,21,"4","1 - Not at all","6","5",11,10,11,11,8,9,6,13,15,4,2,13,0,0,9,15,15,12,6,"West Germany","West Germany","City","City","Married",21,"0-1"
36,35,"Home","Home","Male","Female","Different sex",13.66667,"11-20","Cohabiting","2","8","8",20,21,"6-10x","11-20x","6-10x","11-20x","21-50x","21-50x","6 to 10 times","11 to 20 times","6 to 10 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","21 to 50 times","21 to 50 times","11 to 20 times","21 to 50 times","21 to 50 times","Same age",27,25,"2","3","8","8",8,8,7,12,9,5,4,12,11,4,4,12,6,7,11,9,12,10,11,"West Germany","West Germany","Town or suburb","Town or suburb","Married",10,"0-1"
24,28,"Full time activity","Full time activity","Female","Male","Different sex",3,"3-5","Cohabiting","0","10 - Completely satisfied","10 - Completely satisfied",23,26,"> 50x","> 50x","21-50x","21-50x","21-50x","21-50x","More than 50 times","More than 50 times","21 to 50 times","More than 50 times","More than 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","More than 50 times","21 to 50 times","More than 50 times","2-5y. older partner",26,26,"3","4","6","8",4,13,12,6,12,8,6,6,10,3,4,8,0,0,9,12,10,12,10,"West Germany","West Germany","Town or suburb","Town or suburb","Not married",20,
35,42,"Part-time activity","Full time activity","Female","Male","Different sex",5.666667,"3-5","Cohabiting","0","8","9",21,24,"6-10x","1-5x","0x","11-20x","1-5x","0x","6 to 10 times","1 to 5 times","Not at all","6 to 10 times","1 to 5 times","1 to 5 times","11 to 20 times","1 to 5 times","Not at all","11 to 20 times","1 to 5 times","Not at all","6-10y. older partner",26,25,"2","1 - Not at all","7","9",6,7,11,10,7,4,3,10,15,2,4,15,0,0,8,10,11,8,6,"East Germany","East Germany","Town or suburb","Town or suburb","Not married",11,
28,43,"Full time activity","Full time activity","Female","Male","Different sex",7.833333,"6-10","Cohabiting","0","10 - Completely satisfied","10 - Completely satisfied",29,29,"21-50x","6-10x","11-20x","> 50x","> 50x","> 50x","21 to 50 times","6 to 10 times","11 to 20 times","21 to 50 times","6 to 10 times","11 to 20 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","> 10y. older partner",28,28,"2","1 - Not at all","8","8",9,12,13,10,9,5,,8,11,4,4,14,0,0,8,13,14,7,5,"West Germany",,"Town or suburb",,"Married",7,
30,33,"Full time activity","Full time activity","Female","Female","Same sex",10,"6-10","Cohabiting","0","9","9",23,24,"> 50x","> 50x","> 50x","> 50x","> 50x","> 50x","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","2-5y. older partner",28,27,"2","2","7","8",8,8,15,14,8,6,5,8,9,4,4,7,0,0,11,12,10,11,8,"West Germany","West Germany","Rural area","Rural area","Married",21,
47,48,"Full time activity","Full time activity","Male","Female","Different sex",24.41667,"21+","Cohabiting","2","10 - Completely satisfied","10 - Completely satisfied",28,28,"> 50x","> 50x","> 50x","21-50x","21-50x","21-50x","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","Same age",26,27,"1 - Not at all","1 - Not at all","8","8",9,12,12,8,7,3,4,15,14,3,4,19,8,8,10,10,12,10,6,"East Germany","East Germany","Rural area","Rural area","Married",21,"14-17"
31,32,"Full time activity","Full time activity","Female","Male","Different sex",3.25,"3-5","Cohabiting","0","8","9",26,25,"1-5x","1-5x","0x","> 50x","> 50x","21-50x","1 to 5 times","1 to 5 times","Not at all","21 to 50 times","11 to 20 times","11 to 20 times","More than 50 times","More than 50 times","21 to 50 times","More than 50 times","More than 50 times","21 to 50 times","Same age",30,24,"3","1 - Not at all","7","9",6,7,11,11,13,10,4,8,13,3,4,13,0,0,10,12,9,8,8,"East Germany","East Germany","City","City","Not married",8,
51,53,"Full time activity","Full time activity","Female","Male","Different sex",23.5,"21+","Cohabiting","2","5","3",14,,"1-5x","1-5x","1-5x","0x","0x","0x","1 to 5 times","1 to 5 times","1 to 5 times","11 to 20 times","1 to 5 times","1 to 5 times","Not at all","Not at all","Not at all","21 to 50 times","11 to 20 times","11 to 20 times","2-5y. older partner",18,,"1 - Not at all","5 - Absolutely","8","6",14,10,10,12,10,5,8,13,11,5,3,19,10,0,7,11,12,11,10,"West Germany","West Germany","Town or suburb","Town or suburb","Married",14,"14-17"
42,41,"Part-time activity","Full time activity","Female","Male","Different sex",22.66667,"21+","Cohabiting","3+","2","7",11,,"1-5x","0x","0x","6-10x","1-5x","1-5x","1 to 5 times","Not at all","Not at all","Not at all","Not at all","Not at all","6 to 10 times","1 to 5 times","1 to 5 times","21 to 50 times","11 to 20 times","11 to 20 times","Same age",16,,"4","1 - Not at all","4","7",9,12,10,9,8,5,4,8,13,4,4,12,2,8,12,8,12,10,5,"West Germany","West Germany","Town or suburb","Town or suburb","Married",9,"2-5"
42,45,"Full time activity","Full time activity","Male","Female","Different sex",18.25,"11-20","Cohabiting","1","3","8",12,22,"0x","0x","0x","1-5x","1-5x","1-5x","Not at all","Not at all","Not at all","11 to 20 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","6 to 10 times","1 to 5 times","1 to 5 times","2-5y. older partner",25,23,"3","3","3","7",10,12,12,7,5,3,5,14,11,4,2,11,2,0,8,9,10,9,8,"West Germany","West Germany","Town or suburb","Town or suburb","Married",11,"6-13"
36,42,"Home","Full time activity","Female","Male","Different sex",13.5,"11-20","Cohabiting","2","8","8",18,24,"1-5x","6-10x","1-5x","0x","0x","1-5x","1 to 5 times","6 to 10 times","1 to 5 times","21 to 50 times","21 to 50 times","11 to 20 times","Not at all","Not at all","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","6-10y. older partner",22,24,"1 - Not at all","2","9","8",8,10,11,11,7,5,4,15,12,5,5,10,2,3,12,12,12,11,7,"West Germany","West Germany","Rural area","Rural area","Not married",9,"0-1"
28,35,"Full time activity","Full time activity","Female","Male","Different sex",9.333333,"6-10","Cohabiting","0","10 - Completely satisfied","10 - Completely satisfied",28,25,"21-50x","21-50x","21-50x","21-50x","21-50x","11-20x","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","11 to 20 times","21 to 50 times","21 to 50 times","11 to 20 times","6-10y. older partner",29,26,"3","1 - Not at all","8","9",9,12,13,13,9,5,3,12,13,4,4,11,1,0,6,12,10,8,5,"West Germany","West Germany","Town or suburb","Town or suburb","Married",23,
42,42,"Part-time activity","Full time activity","Female","Male","Different sex",16.75,"11-20","Cohabiting","2","8","10 - Completely satisfied",23,22,"11-20x","11-20x","11-20x","21-50x","21-50x","21-50x","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","Same age",26,26,"2","1 - Not at all","8","9",7,8,11,10,6,5,3,12,15,4,5,9,2,0,9,8,12,9,5,"West Germany","West Germany","Town or suburb","Town or suburb","Married",7,"6-13"
31,35,"Home","Full time activity","Female","Male","Different sex",7.833333,"6-10","Cohabiting","1","9","10 - Completely satisfied",27,26,"21-50x","1-5x","21-50x","21-50x","21-50x","21-50x","21 to 50 times","1 to 5 times","21 to 50 times","21 to 50 times","1 to 5 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","2-5y. older partner",28,24,"1 - Not at all","2","9","8",9,11,14,10,5,5,4,13,14,4,4,10,8,0,6,11,13,12,4,"West Germany","West Germany","Town or suburb","Town or suburb","Married",7,"0-1"
20,20,"Full time activity","Full time activity","Male","Female","Different sex",,,"Separate households","0","6","8",22,21,"6-10x","11-20x","6-10x","11-20x","1-5x","1-5x","6 to 10 times","11 to 20 times","6 to 10 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","1 to 5 times","1 to 5 times","11 to 20 times","1 to 5 times","6 to 10 times","Same age",26,26,"2","2","7","7",10,10,12,11,8,5,5,15,12,4,4,15,0,1,8,11,9,10,10,"West Germany","West Germany","Town or suburb","City","Not married",16,
35,35,"Full time activity","Part-time activity","Male","Female","Different sex",8.75,"6-10","Cohabiting","1","8","10 - Completely satisfied",22,,"21-50x","21-50x","1-5x","6-10x","0x","6-10x","21 to 50 times","21 to 50 times","1 to 5 times","1 to 5 times","Not at all","Not at all","6 to 10 times","Not at all","6 to 10 times","6 to 10 times","Not at all","6 to 10 times","Same age",21,,"2","1 - Not at all","8","7",9,12,8,10,7,7,3,11,13,4,3,13,8,1,10,9,12,9,10,"East Germany","East Germany","Rural area","Rural area","Married",19,"6-13"
34,35,"Part-time activity","Full time activity","Female","Male","Different sex",11,"11-20","Cohabiting","0","8","7",22,,"1-5x","1-5x","1-5x","1-5x","1-5x","6-10x","1 to 5 times","1 to 5 times","1 to 5 times","6 to 10 times","6 to 10 times","6 to 10 times","1 to 5 times","1 to 5 times","6 to 10 times","6 to 10 times","1 to 5 times","6 to 10 times","Same age",25,,"3","4","6","8",11,11,10,12,8,8,6,14,12,5,3,21,0,0,9,6,10,14,9,"West Germany","West Germany","Town or suburb","Town or suburb","Married",20,
30,32,"Part-time activity","Full time activity","Female","Male","Different sex",11.16667,"11-20","Cohabiting","1","8","9",21,18,"11-20x","1-5x","1-5x","21-50x","6-10x","1-5x","11 to 20 times","1 to 5 times","1 to 5 times","11 to 20 times","1 to 5 times","1 to 5 times","21 to 50 times","6 to 10 times","1 to 5 times","21 to 50 times","6 to 10 times","1 to 5 times","2-5y. older partner",20,19,"1 - Not at all","1 - Not at all","8","4",10,13,12,9,9,4,6,11,13,4,3,8,0,2,9,10,9,11,7,"East Germany","East Germany","Rural area","Rural area","Married",20,"0-1"
46,53,"Full time activity","Full time activity","Female","Male","Different sex",31.33333,"21+","Cohabiting","1","10 - Completely satisfied","7",25,,"> 50x","> 50x","6-10x","6-10x","1-5x","1-5x","More than 50 times","More than 50 times","6 to 10 times","More than 50 times","More than 50 times","1 to 5 times","6 to 10 times","1 to 5 times","1 to 5 times","More than 50 times","21 to 50 times","21 to 50 times","6-10y. older partner",26,,"1 - Not at all","3","9","6",12,15,10,13,4,4,6,14,6,4,3,7,0,0,7,9,14,3,13,"West Germany","West Germany","Rural area","Rural area","Married",9,"14-17"
39,41,"Full time activity","Part-time activity","Male","Female","Different sex",16.41667,"11-20","Cohabiting","2","8","8",18,20,"11-20x","6-10x","6-10x","11-20x","1-5x","1-5x","11 to 20 times","6 to 10 times","6 to 10 times","21 to 50 times","6 to 10 times","6 to 10 times","11 to 20 times","1 to 5 times","1 to 5 times","11 to 20 times","11 to 20 times","21 to 50 times","2-5y. older partner",21,18,"3","1 - Not at all","7","8",7,11,9,9,7,6,5,11,11,4,3,16,6,3,13,12,11,9,10,"West Germany","West Germany","Rural area","Rural area","Married",9,"6-13"
32,35,"Full time activity","Full time activity","Female","Male","Different sex",13.08333,"11-20","Cohabiting","0","8","8",21,,"6-10x","1-5x","11-20x","6-10x","6-10x","6-10x","6 to 10 times","1 to 5 times","11 to 20 times","6 to 10 times","1 to 5 times","11 to 20 times","6 to 10 times","6 to 10 times","6 to 10 times","11 to 20 times","11 to 20 times","11 to 20 times","2-5y. older partner",23,,"1 - Not at all","3","9","8",12,11,13,11,5,3,7,14,9,5,4,15,0,0,6,12,9,7,6,"West Germany","West Germany","Rural area","Rural area","Not married",15,
21,21,"Full time activity","Full time activity","Male","Female","Different sex",6.083333,"6-10","Separate households","0","9","8",26,22,"6-10x","6-10x","6-10x","21-50x","11-20x","11-20x","6 to 10 times","6 to 10 times","6 to 10 times","6 to 10 times","6 to 10 times","6 to 10 times","21 to 50 times","11 to 20 times","11 to 20 times","21 to 50 times","21 to 50 times","11 to 20 times","Same age",29,26,"1 - Not at all","2","9","8",10,11,9,12,5,4,7,13,13,4,3,18,0,3,11,13,15,13,9,"West Germany","West Germany","City","City","Not married",17,
31,23,"Full time activity","Full time activity","Male","Female","Different sex",8.416667,"6-10","Cohabiting","0","8","8",18,17,"21-50x","21-50x","21-50x","21-50x","11-20x","21-50x","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","11 to 20 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","6-10y. younger partner",20,23,"1 - Not at all","2","6","5",8,8,11,10,6,3,6,13,7,4,4,15,0,0,8,9,11,13,11,"West Germany","West Germany","Town or suburb","Town or suburb","Not married",13,
33,35,"Part-time activity","Full time activity","Female","Male","Different sex",9.833333,"6-10","Cohabiting","2","2","6",20,18,"1-5x","1-5x","0x","1-5x","6-10x","6-10x","1 to 5 times","1 to 5 times","Not at all","Not at all","1 to 5 times","6 to 10 times","1 to 5 times","6 to 10 times","6 to 10 times","1 to 5 times","6 to 10 times","6 to 10 times","2-5y. older partner",24,22,"4","2","3","8",7,10,14,9,13,10,4,4,12,3,3,8,0,2,8,11,10,7,7,"West Germany","West Germany","Town or suburb","Town or suburb","Married",23,"2-5"
31,30,"Full time activity","Home","Male","Female","Different sex",1.583333,"0-2","Cohabiting","0","5","6",20,24,"> 50x","21-50x","6-10x","11-20x","11-20x","21-50x","More than 50 times","21 to 50 times","6 to 10 times","More than 50 times","21 to 50 times","6 to 10 times","11 to 20 times","11 to 20 times","21 to 50 times","11 to 20 times","21 to 50 times","21 to 50 times","Same age",23,24,"4","2","6","7",11,7,9,10,8,6,6,12,8,3,4,17,3,6,10,9,11,8,10,"West Germany","West Germany","Rural area","Rural area","Not married",12,
23,29,"Full time activity","Full time activity","Female","Male","Different sex",2.083333,"0-2","Cohabiting","0","8","5",22,13,"11-20x","11-20x","21-50x","11-20x","1-5x","6-10x","11 to 20 times","11 to 20 times","21 to 50 times","21 to 50 times","21 to 50 times","More than 50 times","11 to 20 times","1 to 5 times","6 to 10 times","11 to 20 times","6 to 10 times","6 to 10 times","6-10y. older partner",23,16,"2","3","6","4",12,10,12,13,9,7,6,7,10,2,4,17,1,0,7,9,9,14,9,"West Germany",,"Rural area",,"Not married",11,
27,24,"Full time activity","Full time activity","Male","Female","Different sex",4.333333,"3-5","Cohabiting","0","9","9",24,,"21-50x","> 50x","11-20x","21-50x","11-20x","21-50x","21 to 50 times","More than 50 times","11 to 20 times","21 to 50 times","More than 50 times","11 to 20 times","21 to 50 times","11 to 20 times","21 to 50 times","21 to 50 times","11 to 20 times","21 to 50 times","2-5y. younger partner",25,,"2","1 - Not at all","7","9",10,6,14,11,5,6,6,14,12,4,5,21,0,0,11,13,10,10,9,"West Germany","West Germany","Town or suburb","Town or suburb","Married",14,
41,33,"Full time activity","Full time activity","Male","Female","Different sex",8.416667,"6-10","Cohabiting","1","8","10 - Completely satisfied",25,28,"21-50x","> 50x","21-50x","6-10x","11-20x","6-10x","21 to 50 times","More than 50 times","21 to 50 times","No answer","No answer","No answer","6 to 10 times","11 to 20 times","6 to 10 times","6 to 10 times","11 to 20 times","6 to 10 times","6-10y. younger partner",26,26,"1 - Not at all","1 - Not at all","7","8",7,13,11,10,7,5,5,11,8,4,3,7,0,7,6,14,8,10,10,"West Germany",,"Town or suburb",,"Married",9,"2-5"
